,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,y
421562,2019-10-10 00:00:00,7.875440678031799,-147.3631864102711,162.85847061517478,-144.5636533156039,165.42676451727806,-1.0145336689048368,-1.0145336689048368,-1.0145336689048368,-1.5603965707566274,-1.5603965707566274,-1.5603965707566274,-0.10743281869273033,-0.10743281869273033,-0.10743281869273033,0.653295720544521,0.653295720544521,0.653295720544521,0.0,0.0,0.0,6.860907009126962,
421563,2019-10-11 00:00:00,7.873642674907248,-144.0493172700564,162.49578996509473,-144.75221811599158,165.8797666343886,-1.0023854226562,-1.0023854226562,-1.0023854226562,-1.5603965707391128,-1.5603965707391128,-1.5603965707391128,0.13873296081375858,0.13873296081375858,0.13873296081375858,0.41927818726915467,0.41927818726915467,0.41927818726915467,0.0,0.0,0.0,6.8712572522510476,
421564,2019-10-12 00:00:00,7.871844671782696,-146.01924758720975,164.27917303604426,-144.94078291637928,166.1736117640483,-1.3485719655287018,-1.3485719655287018,-1.3485719655287018,-1.5603965707449303,-1.5603965707449303,-1.5603965707449303,0.01847634933621912,0.01847634933621912,0.01847634933621912,0.19334825588000956,0.19334825588000956,0.19334825588000956,0.0,0.0,0.0,6.523272706253994,
421565,2019-10-13 00:00:00,7.870046668658145,-148.3965546099669,164.7126760403816,-145.12934771676703,166.41258784475613,-1.545727734047615,-1.545727734047615,-1.545727734047615,-1.5603965707568481,-1.5603965707568481,-1.5603965707568481,0.037219560765011483,0.037219560765011483,0.037219560765011483,-0.022550724055778428,-0.022550724055778428,-0.022550724055778428,0.0,0.0,0.0,6.32431893461053,
421566,2019-10-14 00:00:00,7.868248665533592,-150.91965974592864,164.50534172369325,-145.31833625937875,166.6436822192088,-1.7129040091535526,-1.7129040091535526,-1.7129040091535526,-1.560396570762666,-1.560396570762666,-1.560396570762666,0.07409972755327074,0.07409972755327074,0.07409972755327074,-0.22660716594415753,-0.22660716594415753,-0.22660716594415753,0.0,0.0,0.0,6.15534465638004,
421567,2019-10-15 00:00:00,7.866450662409043,-149.1270772192658,163.71717085787824,-145.5368937029653,166.87477659366118,-2.012192877138081,-2.012192877138081,-2.012192877138081,-1.5603965707451513,-1.5603965707451513,-1.5603965707451513,-0.03460754709871749,-0.03460754709871749,-0.03460754709871749,-0.4171887592942126,-0.4171887592942126,-0.4171887592942126,0.0,0.0,0.0,5.854257785270962,
421568,2019-10-16 00:00:00,7.86465265928449,-148.5180472827865,163.1379304456556,-145.82750230472539,167.1058709681137,-2.279771636268136,-2.279771636268136,-2.279771636268136,-1.560396570750969,-1.560396570750969,-1.560396570750969,-0.12648823267715073,-0.12648823267715073,-0.12648823267715073,-0.5928868328400168,-0.5928868328400168,-0.5928868328400168,0.0,0.0,0.0,5.5848810230163535,
421569,2019-10-17 00:00:00,7.862854656159938,-148.9427742767943,168.65981614313492,-146.1181109064856,167.33696534256632,-2.4203857874234687,-2.4203857874234687,-2.4203857874234687,-1.5603965707628864,-1.5603965707628864,-1.5603965707628864,-0.10743281869260245,-0.10743281869260245,-0.10743281869260245,-0.7525563979679794,-0.7525563979679794,-0.7525563979679794,0.0,0.0,0.0,5.442468868736469,
421570,2019-10-18 00:00:00,7.861056653035386,-150.22112381444433,164.39691530518627,-146.40871950824584,167.56805971701885,-2.317014406334156,-2.317014406334156,-2.317014406334156,-1.560396570739272,-1.560396570739272,-1.560396570739272,0.13873296081366415,0.13873296081366415,0.13873296081366415,-0.8953507964085482,-0.8953507964085482,-0.8953507964085482,0.0,0.0,0.0,5.54404224670123,
421571,2019-10-19 00:00:00,7.859258649910836,-152.73925893905465,163.6774634472767,-146.69932811000575,167.79915409147134,-2.562670219546366,-2.562670219546366,-2.562670219546366,-1.56039657075119,-1.56039657075119,-1.56039657075119,0.018476349336196483,0.018476349336196483,0.018476349336196483,-1.0207499981313726,-1.0207499981313726,-1.0207499981313726,0.0,0.0,0.0,5.296588430364469,
421572,2019-10-20 00:00:00,7.857460646786284,-149.76090443098212,166.94631848762552,-146.98993671176598,168.03024846592385,-2.651758752738267,-2.651758752738267,-2.651758752738267,-1.5603965707570076,-1.5603965707570076,-1.5603965707570076,0.03721956076526722,0.03721956076526722,0.03721956076526722,-1.1285817427465263,-1.1285817427465263,-1.1285817427465263,0.0,0.0,0.0,5.205701894048017,
421573,2019-10-21 00:00:00,7.8556626436617325,-149.41917114367126,165.55887216414055,-147.2805453135262,168.26134284037647,-2.7053317300557183,-2.7053317300557183,-2.7053317300557183,-1.5603965707394927,-1.5603965707394927,-1.5603965707394927,0.07409972755365155,0.07409972755365155,0.07409972755365155,-1.2190348868698768,-1.2190348868698768,-1.2190348868698768,0.0,0.0,0.0,5.150330913606014,
421574,2019-10-22 00:00:00,7.853864640537182,-151.41206298804676,164.96507921241295,-147.57115391528617,168.49243721482887,-2.8876686243278913,-2.8876686243278913,-2.8876686243278913,-1.5603965707453107,-1.5603965707453107,-1.5603965707453107,-0.03460754709861937,-0.03460754709861937,-0.03460754709861937,-1.2926645064839617,-1.2926645064839617,-1.2926645064839617,0.0,0.0,0.0,4.966196016209291,
421575,2019-10-23 00:00:00,7.85206663741263,-151.6864068470827,165.52040438000407,-147.86176251704637,168.7630227613843,-3.037273306239265,-3.037273306239265,-3.037273306239265,-1.560396570757228,-1.560396570757228,-1.560396570757228,-0.12648823267683798,-0.12648823267683798,-0.12648823267683798,-1.3503885028051987,-1.3503885028051987,-1.3503885028051987,0.0,0.0,0.0,4.814793331173365,
421576,2019-10-24 00:00:00,7.850268634288078,-151.7618405089661,169.12499281695258,-148.1523711188066,169.09124625550675,-3.0613050568031137,-3.0613050568031137,-3.0613050568031137,-1.5603965707630456,-1.5603965707630456,-1.5603965707630456,-0.10743281869287571,-0.10743281869287571,-0.10743281869287571,-1.3934756673471915,-1.3934756673471915,-1.3934756673471915,0.0,0.0,0.0,4.788963577484964,
421577,2019-10-25 00:00:00,7.848470631163527,-151.18935570437384,166.30939468314938,-148.44297972056683,169.41946974962926,-2.845188981520208,-2.845188981520208,-2.845188981520208,-1.5603965707455312,-1.5603965707455312,-1.5603965707455312,0.13873296081369377,0.13873296081369377,0.13873296081369377,-1.423525371588371,-1.423525371588371,-1.423525371588371,0.0,0.0,0.0,5.003281649643318,
421578,2019-10-26 00:00:00,7.846672628038976,-153.97736653762297,164.80690460734758,-148.7335883223268,169.74769324375174,-2.984359474935785,-2.984359474935785,-2.984359474935785,-1.5603965707513487,-1.5603965707513487,-1.5603965707513487,0.01847634933617384,0.01847634933617384,0.01847634933617384,-1.4424392535206099,-1.4424392535206099,-1.4424392535206099,0.0,0.0,0.0,4.862313153103191,
421579,2019-10-27 00:00:00,7.844874624914424,-153.03431402328357,166.12986116282963,-149.024196924087,170.00432651514103,-2.975562482121179,-2.975562482121179,-2.975562482121179,-1.5603965707571668,-1.5603965707571668,-1.5603965707571668,0.03721956076552299,0.03721956076552299,0.03721956076552299,-1.4523854721295353,-1.4523854721295353,-1.4523854721295353,0.0,0.0,0.0,4.869312142793245,
421580,2019-10-28 00:00:00,7.843076621789873,-150.78305449450826,167.3622529291345,-149.31480552584708,170.24272381582622,-2.942053129656731,-2.942053129656731,-2.942053129656731,-1.5603965707396519,-1.5603965707396519,-1.5603965707396519,0.07409972755337617,0.07409972755337617,0.07409972755337617,-1.4557562864704556,-1.4557562864704556,-1.4557562864704556,0.0,0.0,0.0,4.901023492133142,
421581,2019-10-29 00:00:00,7.841278618665321,-154.81218713015622,171.28465580117688,-149.57525517479908,170.4811211165115,-3.0501240015042486,-3.0501240015042486,-3.0501240015042486,-1.5603965707454694,-1.5603965707454694,-1.5603965707454694,-0.03460754709845573,-0.03460754709845573,-0.03460754709845573,-1.4551198836603234,-1.4551198836603234,-1.4551198836603234,0.0,0.0,0.0,4.791154617161072,
421582,2019-10-30 00:00:00,7.83948061554077,-154.89024239486724,169.28046476261895,-149.83507946492,170.71951841719653,-3.1400523290463274,-3.1400523290463274,-3.1400523290463274,-1.5603965707573875,-1.5603965707573875,-1.5603965707573875,-0.12648823267703138,-0.12648823267703138,-0.12648823267703138,-1.4531675256119085,-1.4531675256119085,-1.4531675256119085,0.0,0.0,0.0,4.699428286494443,
421583,2019-10-31 00:00:00,7.837682612416218,-154.04744389555066,169.22276655858468,-150.09490375504106,170.95791571788186,-3.120486593383216,-3.120486593383216,-3.120486593383216,-1.560396570763205,-1.560396570763205,-1.560396570763205,-0.10743281869266964,-0.10743281869266964,-0.10743281869266964,-1.4526572039273413,-1.4526572039273413,-1.4526572039273413,0.0,0.0,0.0,4.717196019033002,
421584,2019-11-01 00:00:00,7.835884609291667,-150.96915606206616,170.7461113912286,-150.35472804516223,171.19631301856703,-2.878018692915516,-2.878018692915516,-2.878018692915516,-1.5603965707456904,-1.5603965707456904,-1.5603965707456904,0.13873296081372335,0.13873296081372335,0.13873296081372335,-1.4563550829835497,-1.4563550829835497,-1.4563550829835497,0.0,0.0,0.0,4.957865916376151,
421585,2019-11-02 00:00:00,7.834086606167116,-153.93487247130412,171.842045042267,-150.614552335283,171.4347103192521,-3.008896292054349,-3.008896292054349,-3.008896292054349,-1.5603965707515082,-1.5603965707515082,-1.5603965707515082,0.01847634933595081,0.01847634933595081,0.01847634933595081,-1.4669760706387924,-1.4669760706387924,-1.4669760706387924,0.0,0.0,0.0,4.825190314112767,
421586,2019-11-03 00:00:00,7.8322886030425645,-154.40226553156333,165.25381005906272,-150.87437662540415,171.67310761993738,-3.0103018926198555,-3.0103018926198555,-3.0103018926198555,-1.5603965707634255,-1.5603965707634255,-1.5603965707634255,0.037219560765111674,0.037219560765111674,0.037219560765111674,-1.4871248826215413,-1.4871248826215413,-1.4871248826215413,0.0,0.0,0.0,4.821986710422709,
421587,2019-11-04 00:00:00,7.830490599918012,-151.43647828976412,171.10632089591192,-151.1339170987416,172.0048886381103,-3.005535803063636,-3.005535803063636,-3.005535803063636,-1.5603965707398113,-1.5603965707398113,-1.5603965707398113,0.07409972755346338,0.07409972755346338,0.07409972755346338,-1.5192389598772877,-1.5192389598772877,-1.5192389598772877,0.0,0.0,0.0,4.824954796854376,
421588,2019-11-05 00:00:00,7.828692596793461,-154.29071706005502,172.55223936890917,-151.39093314614877,172.44448818111985,-3.16053867602571,-3.16053867602571,-3.16053867602571,-1.560396570751729,-1.560396570751729,-1.560396570751729,-0.03460754709865553,-0.03460754709865553,-0.03460754709865553,-1.5655345581753253,-1.5655345581753253,-1.5655345581753253,0.0,0.0,0.0,4.668153920767751,
421589,2019-11-06 00:00:00,7.82689459366891,-155.19828267588034,171.8800947855747,-151.64794919355577,172.88408772412913,-3.314842060533363,-3.314842060533363,-3.314842060533363,-1.5603965707575465,-1.5603965707575465,-1.5603965707575465,-0.12648823267701612,-0.12648823267701612,-0.12648823267701612,-1.6279572570988001,-1.6279572570988001,-1.6279572570988001,0.0,0.0,0.0,4.512052533135547,
421590,2019-11-07 00:00:00,7.825096590544359,-154.87884176874468,172.04090708064194,-151.90496524096292,173.32368726713872,-3.375967422534043,-3.375967422534043,-3.375967422534043,-1.560396570740032,-1.560396570740032,-1.560396570740032,-0.10743281869302113,-0.10743281869302113,-0.10743281869302113,-1.7081380331009903,-1.7081380331009903,-1.7081380331009903,0.0,0.0,0.0,4.449129168010316,
421591,2019-11-08 00:00:00,7.823298587419806,-153.11378387427783,171.0145102262657,-152.16198128837007,173.76328681014826,-3.2290195210790595,-3.2290195210790595,-3.2290195210790595,-1.5603965707458494,-1.5603965707458494,-1.5603965707458494,0.13873296081369677,0.13873296081369677,0.13873296081369677,-1.8073559111469069,-1.8073559111469069,-1.8073559111469069,0.0,0.0,0.0,4.5942790663407465,
421592,2019-11-09 00:00:00,7.821500584295256,-155.9675954211116,169.99904670191015,-152.4189973357771,174.20288635315734,-3.4684282763780883,-3.4684282763780883,-3.4684282763780883,-1.5603965707577672,-1.5603965707577672,-1.5603965707577672,0.018476349336316523,0.018476349336316523,0.018476349336316523,-1.9265080549566376,-1.9265080549566376,-1.9265080549566376,0.0,0.0,0.0,4.353072307917168,
421593,2019-11-10 00:00:00,7.819702581170704,-157.908425930688,171.40435986354035,-152.67601338318426,174.64248589616685,-3.589264990952264,-3.589264990952264,-3.589264990952264,-1.560396570763585,-1.560396570763585,-1.560396570763585,0.03721956076536743,0.03721956076536743,0.03721956076536743,-2.0660879809540464,-2.0660879809540464,-2.0660879809540464,0.0,0.0,0.0,4.23043759021844,
421594,2019-11-11 00:00:00,7.817904578046153,-157.66616980819194,170.3682549040959,-152.9330294305914,175.07831122412023,-3.712469233259133,-3.712469233259133,-3.712469233259133,-1.5603965707460703,-1.5603965707460703,-1.5603965707460703,0.07409972755355057,0.07409972755355057,0.07409972755355057,-2.226172390066613,-2.226172390066613,-2.226172390066613,0.0,0.0,0.0,4.10543534478702,
421595,2019-11-12 00:00:00,7.8161065749216005,-157.32548360781738,172.9881923461535,-153.23022233138943,175.41712430994423,-4.001421027272352,-4.001421027272352,-4.001421027272352,-1.5603965707518879,-1.5603965707518879,-1.5603965707518879,-0.03460754709885532,-0.03460754709885532,-0.03460754709885532,-2.4064169094216092,-2.4064169094216092,-2.4064169094216092,0.0,0.0,0.0,3.8146855476492485,
421596,2019-11-13 00:00:00,7.81430857179705,-161.03379162222268,170.11334914259805,-153.48453769606368,175.75593739576775,-4.292945631166795,-4.292945631166795,-4.292945631166795,-1.5603965707577057,-1.5603965707577057,-1.5603965707577057,-0.12648823267720954,-0.12648823267720954,-0.12648823267720954,-2.60606082773188,-2.60606082773188,-2.60606082773188,0.0,0.0,0.0,3.5213629406302553,
421597,2019-11-14 00:00:00,7.812510568672498,-158.11763648372636,171.60337530042545,-153.72527168004723,176.09475048159177,-4.49177008844401,-4.49177008844401,-4.49177008844401,-1.5603965707401908,-1.5603965707401908,-1.5603965707401908,-0.1074328186932162,-0.1074328186932162,-0.1074328186932162,-2.8239406990106026,-2.8239406990106026,-2.8239406990106026,0.0,0.0,0.0,3.320740480228488,
421598,2019-11-15 00:00:00,7.810712565547947,-156.50444714541908,171.08788301672155,-154.21131758562484,176.4335635674155,-4.480176094267973,-4.480176094267973,-4.480176094267973,-1.5603965707460088,-1.5603965707460088,-1.5603965707460088,0.13873296081372635,0.13873296081372635,0.13873296081372635,-3.058512484335691,-3.058512484335691,-3.058512484335691,0.0,0.0,0.0,3.3305364712799737,
421599,2019-11-16 00:00:00,7.808914562423395,-158.74967918641025,169.24752183563518,-154.54996225567112,176.77237665323926,-4.849801927188866,-4.849801927188866,-4.849801927188866,-1.5603965707579266,-1.5603965707579266,-1.5603965707579266,0.0184763493360935,0.0184763493360935,0.0184763493360935,-3.3078817057670333,-3.3078817057670333,-3.3078817057670333,0.0,0.0,0.0,2.9591126352345283,
421600,2019-11-17 00:00:00,7.807116559298844,-159.6743019305432,170.8324416619217,-154.88288295027428,177.111189739063,-5.0930179149534105,-5.0930179149534105,-5.0930179149534105,-1.560396570763744,-1.560396570763744,-1.560396570763744,0.0372195607653299,0.0372195607653299,0.0372195607653299,-3.5698409049549964,-3.5698409049549964,-3.5698409049549964,0.0,0.0,0.0,2.714098644345434,
421601,2019-11-18 00:00:00,7.805318556174292,-159.07603841130728,171.86446048038184,-155.2088651223522,177.45000282488675,-5.328210379013409,-5.328210379013409,-5.328210379013409,-1.5603965707462295,-1.5603965707462295,-1.5603965707462295,0.0740997275536378,0.0740997275536378,0.0740997275536378,-3.8419135358208187,-3.8419135358208187,-3.8419135358208187,0.0,0.0,0.0,2.4771081771608827,
421602,2019-11-19 00:00:00,7.803520553049741,-160.61096469947918,172.20396974004967,-155.53484729443028,177.78881591071053,-5.716407397673156,-5.716407397673156,-5.716407397673156,-1.5603965707520469,-1.5603965707520469,-1.5603965707520469,-0.034607547098393775,-0.034607547098393775,-0.034607547098393775,-4.121403279822716,-4.121403279822716,-4.121403279822716,0.0,0.0,0.0,2.087113155376585,
421603,2019-11-20 00:00:00,7.80172254992519,-161.52025650137318,170.92283389581004,-155.86082946650814,178.12762899653424,-6.092332460404864,-6.092332460404864,-6.092332460404864,-1.5603965707639649,-1.5603965707639649,-1.5603965707639649,-0.1264882326768968,-0.1264882326768968,-0.1264882326768968,-4.405447656964002,-4.405447656964002,-4.405447656964002,0.0,0.0,0.0,1.7093900895203253,
421604,2019-11-21 00:00:00,7.799924546800638,-162.38634558329466,173.49184251980728,-156.18681163858625,178.46644208235801,-6.358904107924486,-6.358904107924486,-6.358904107924486,-1.5603965707403502,-1.5603965707403502,-1.5603965707403502,-0.10743281869301012,-0.10743281869301012,-0.10743281869301012,-4.691074718491125,-4.691074718491125,-4.691074718491125,0.0,0.0,0.0,1.4410204388761523,
421605,2019-11-22 00:00:00,7.798126543676085,-163.67248709884828,171.4712448160843,-156.51279381066442,178.80525516818201,-6.396925159874301,-6.396925159874301,-6.396925159874301,-1.5603965707522678,-1.5603965707522678,-1.5603965707522678,0.138732960813756,0.138732960813756,0.138732960813756,-4.97526154993579,-4.97526154993579,-4.97526154993579,0.0,0.0,0.0,1.4012013838017845,
421606,2019-11-23 00:00:00,7.796328540551534,-166.97334418061695,172.22742109195596,-156.8387759827425,179.1440682540058,-6.796913508330531,-6.796913508330531,-6.796913508330531,-1.5603965707580854,-1.5603965707580854,-1.5603965707580854,0.01847634933607085,0.01847634933607085,0.01847634933607085,-5.254993286908517,-5.254993286908517,-5.254993286908517,0.0,0.0,0.0,0.9994150322210027,
421607,2019-11-24 00:00:00,7.794530537426983,-162.29580223470995,171.8739207413156,-157.16475815482036,179.4828813398295,-7.05049836101755,-7.05049836101755,-7.05049836101755,-1.5603965707405707,-1.5603965707405707,-1.5603965707405707,0.03721956076513137,0.03721956076513137,0.03721956076513137,-5.527321351042109,-5.527321351042109,-5.527321351042109,0.0,0.0,0.0,0.7440321764094326,
421608,2019-11-25 00:00:00,7.792732534302432,-164.8558516472046,171.01287273624405,-157.4907403268985,179.82169442565328,-7.275716492459011,-7.275716492459011,-7.275716492459011,-1.5603965707463885,-1.5603965707463885,-1.5603965707463885,0.07409972755336243,0.07409972755336243,0.07409972755336243,-5.789419649265986,-5.789419649265986,-5.789419649265986,0.0,0.0,0.0,0.5170160418434202,
421609,2019-11-26 00:00:00,7.7909345311778795,-167.40383784040412,170.79181207740075,-157.7933174611432,180.16050751147702,-7.633641662582767,-7.633641662582767,-7.633641662582767,-1.5603965707583063,-1.5603965707583063,-1.5603965707583063,-0.034607547098891474,-0.034607547098891474,-0.034607547098891474,-6.03863754472557,-6.03863754472557,-6.03863754472557,0.0,0.0,0.0,0.15729286859511227,
421610,2019-11-27 00:00:00,7.78913652805333,-168.25571930973834,171.24812187189707,-158.08740805669038,180.49932059730077,-7.959433303729804,-7.959433303729804,-7.959433303729804,-1.560396570764124,-1.560396570764124,-1.560396570764124,-0.12648823267709025,-0.12648823267709025,-0.12648823267709025,-6.27254850028859,-6.27254850028859,-6.27254850028859,0.0,0.0,0.0,-0.17029677567647372,
421611,2019-11-28 00:00:00,7.787338524928779,-166.23910826987648,175.0542990011255,-158.3814986522378,180.83813368312457,-8.15682280223423,-8.15682280223423,-8.15682280223423,-1.5603965707466092,-1.5603965707466092,-1.5603965707466092,-0.10743281869296045,-0.10743281869296045,-0.10743281869296045,-6.48899341279466,-6.48899341279466,-6.48899341279466,0.0,0.0,0.0,-0.3694842773054505,
421612,2019-11-29 00:00:00,7.785540521804226,-165.41043604630934,175.4029045704758,-158.6755892477851,181.17694676894854,-8.10778140482617,-8.10778140482617,-8.10778140482617,-1.560396570752427,-1.560396570752427,-1.560396570752427,0.13873296081378558,0.13873296081378558,0.13873296081378558,-6.6861177948875286,-6.6861177948875286,-6.6861177948875286,0.0,0.0,0.0,-0.3222408830219443,
421613,2019-11-30 00:00:00,7.783742518679674,-166.8590710172071,170.4882512937578,-158.96967984333256,181.51575985477228,-8.40432233894283,-8.40432233894283,-8.40432233894283,-1.5603965707582446,-1.5603965707582446,-1.5603965707582446,0.018476349336035775,0.018476349336035775,0.018476349336035775,-6.862402117520621,-6.862402117520621,-6.862402117520621,0.0,0.0,0.0,-0.6205798202631563,
421614,2019-12-01 00:00:00,7.781944515555123,-168.51013635585593,172.48505083754802,-159.26377043887985,181.85457294059603,-8.53986180589839,-8.53986180589839,-8.53986180589839,-1.5603965707407301,-1.5603965707407301,-1.5603965707407301,0.03721956076509384,0.03721956076509384,0.03721956076509384,-7.016684795922753,-7.016684795922753,-7.016684795922753,0.0,0.0,0.0,-0.7579172903432667,
421615,2019-12-02 00:00:00,7.780146512430572,-169.14030563109955,174.57664254666525,-159.55786103442713,182.1933860264198,-8.634474323681738,-8.634474323681738,-8.634474323681738,-1.5603965707465477,-1.5603965707465477,-1.5603965707465477,0.07409972755312152,0.07409972755312152,0.07409972755312152,-7.148177480488312,-7.148177480488312,-7.148177480488312,0.0,0.0,0.0,-0.8543278112511663,
421616,2019-12-03 00:00:00,7.77834850930602,-167.69608712023032,174.17627476490247,-159.85195162997456,182.53219911224355,-8.851476614962507,-8.851476614962507,-8.851476614962507,-1.5603965707584653,-1.5603965707584653,-1.5603965707584653,-0.03460754709879337,-0.03460754709879337,-0.03460754709879337,-7.256472497105249,-7.256472497105249,-7.256472497105249,0.0,0.0,0.0,-1.0731281056564876,
421617,2019-12-04 00:00:00,7.776550506181469,-171.32288572156585,173.75007633258718,-160.146042225522,182.86630118137435,-9.028427267653232,-9.028427267653232,-9.028427267653232,-1.5603965707348506,-1.5603965707348506,-1.5603965707348506,-0.12648823267698617,-0.12648823267698617,-0.12648823267698617,-7.341542464241395,-7.341542464241395,-7.341542464241395,0.0,0.0,0.0,-1.2518767614717632,
421618,2019-12-05 00:00:00,7.774752503056917,-167.7547505556253,172.61894471790572,-160.44013282106917,183.19469379145582,-9.071561681549655,-9.071561681549655,-9.071561681549655,-1.5603965707467686,-1.5603965707467686,-1.5603965707467686,-0.10743281869315552,-0.10743281869315552,-0.10743281869315552,-7.403732292109729,-7.403732292109729,-7.403732292109729,0.0,0.0,0.0,-1.2968091784927376,
421619,2019-12-06 00:00:00,7.772954499932366,-165.60187890780375,175.67724978231107,-160.73422341661657,183.52220956760442,-8.865407548044313,-8.865407548044313,-8.865407548044313,-1.5603965707525864,-1.5603965707525864,-1.5603965707525864,0.13873296081375894,0.13873296081375894,0.13873296081375894,-7.443743938105485,-7.443743938105485,-7.443743938105485,0.0,0.0,0.0,-1.0924530481119472,
421620,2019-12-07 00:00:00,7.771156496807814,-167.43450868664445,173.62099448187817,-161.02831401216403,183.84972534375325,-9.004534669874788,-9.004534669874788,-9.004534669874788,-1.560396570764504,-1.560396570764504,-1.560396570764504,0.01847634933621354,0.01847634933621354,0.01847634933621354,-7.462614448446499,-7.462614448446499,-7.462614448446499,0.0,0.0,0.0,-1.2333781730669742,
421621,2019-12-08 00:00:00,7.769358493683264,-169.26323546505054,176.72770185603616,-161.3224046077112,184.17724111990162,-8.984864964911056,-8.984864964911056,-8.984864964911056,-1.5603965707408893,-1.5603965707408893,-1.5603965707408893,0.037219560765349595,0.037219560765349595,0.037219560765349595,-7.461687954935516,-7.461687954935516,-7.461687954935516,0.0,0.0,0.0,-1.2155064712277923,
421622,2019-12-09 00:00:00,7.7675604905587115,-168.3385728141114,175.85141130271248,-161.61649520325864,184.50475689605048,-8.928879258141654,-8.928879258141654,-8.928879258141654,-1.5603965707528067,-1.5603965707528067,-1.5603965707528067,0.07409972755353686,0.07409972755353686,0.07409972755353686,-7.442582414942384,-7.442582414942384,-7.442582414942384,0.0,0.0,0.0,-1.1613187675829426,
421623,2019-12-10 00:00:00,7.76576248743416,-170.49715080440174,177.26484576303304,-161.91058579880604,184.83227267219905,-9.002156097387987,-9.002156097387987,-9.002156097387987,-1.5603965707586247,-1.5603965707586247,-1.5603965707586247,-0.03460754709899317,-0.03460754709899317,-0.03460754709899317,-7.407151979530371,-7.407151979530371,-7.407151979530371,0.0,0.0,0.0,-1.2363936099538266,
421624,2019-12-11 00:00:00,7.763964484309608,-172.5402716114564,171.79286199366817,-162.20467639435347,185.15978844834765,-9.044330750707733,-9.044330750707733,-9.044330750707733,-1.56039657074111,-1.56039657074111,-1.56039657074111,-0.12648823267688214,-0.12648823267688214,-0.12648823267688214,-7.35744594728974,-7.35744594728974,-7.35744594728974,0.0,0.0,0.0,-1.2803662663981248,
421625,2019-12-12 00:00:00,7.762166481185058,-170.4963825590831,176.74565388133064,-162.49876698990064,185.48730422449626,-8.963494698093847,-8.963494698093847,-8.963494698093847,-1.5603965707469278,-1.5603965707469278,-1.5603965707469278,-0.10743281869302766,-0.10743281869302766,-0.10743281869302766,-7.2956653086538905,-7.2956653086538905,-7.2956653086538905,0.0,0.0,0.0,-1.2013282169087889,
421626,2019-12-13 00:00:00,7.760368478060506,-175.1519026593636,181.99176226576867,-162.79285758544808,185.81482000064486,-8.645781516703238,-8.645781516703238,-8.645781516703238,-1.5603965707588454,-1.5603965707588454,-1.5603965707588454,0.13873296081372075,0.13873296081372075,0.13873296081372075,-7.224117906758114,-7.224117906758114,-7.224117906758114,0.0,0.0,0.0,-0.8854130386427324,
421627,2019-12-14 00:00:00,7.758570474935954,-172.67777500314452,177.25430560690143,-163.0869481809954,186.14233577679371,-8.687093457880982,-8.687093457880982,-8.687093457880982,-1.560396570764663,-1.560396570764663,-1.560396570764663,0.018476349335990506,0.018476349335990506,0.018476349335990506,-7.145173236452309,-7.145173236452309,-7.145173236452309,0.0,0.0,0.0,-0.9285229829450277,
421628,2019-12-15 00:00:00,7.756772471811402,-172.776171248321,182.3468344497716,-163.3810387765428,186.4698515529423,-8.58439488368985,-8.58439488368985,-8.58439488368985,-1.5603965707471485,-1.5603965707471485,-1.5603965707471485,0.03721956076501879,0.03721956076501879,0.03721956076501879,-7.061217873707721,-7.061217873707721,-7.061217873707721,0.0,0.0,0.0,-0.8276224118784477,
421629,2019-12-16 00:00:00,7.754974468686852,-171.19206445004582,177.46235113425305,-163.67512937209008,186.79736732909092,-8.460909318070602,-8.460909318070602,-8.460909318070602,-1.5603965707529661,-1.5603965707529661,-1.5603965707529661,0.0740997275532615,0.0740997275532615,0.0740997275532615,-6.974612474870898,-6.974612474870898,-6.974612474870898,0.0,0.0,0.0,-0.7059348493837501,
421630,2019-12-17 00:00:00,7.7531764655623,-172.70233481703923,179.9566141762788,-163.9692199676374,187.1248831052395,-8.482655328925697,-8.482655328925697,-8.482655328925697,-1.5603965707648841,-1.5603965707648841,-1.5603965707648841,-0.03460754709882952,-0.03460754709882952,-0.03460754709882952,-6.887651211061984,-6.887651211061984,-6.887651211061984,0.0,0.0,0.0,-0.7294788633633971,
421631,2019-12-18 00:00:00,7.751378462437748,-172.14156603351364,179.59008207436028,-164.26331056318483,187.4523988813881,-8.489409213484546,-8.489409213484546,-8.489409213484546,-1.5603965707412693,-1.5603965707412693,-1.5603965707412693,-0.12648823267686687,-0.12648823267686687,-0.12648823267686687,-6.802524410066408,-6.802524410066408,-6.802524410066408,0.0,0.0,0.0,-0.7380307510467974,
421632,2019-12-19 00:00:00,7.749580459313197,-170.77228948676898,177.24884330422313,-164.5485761806004,187.7799146575367,-8.38911445875327,-8.38911445875327,-8.38911445875327,-1.5603965707470868,-1.5603965707470868,-1.5603965707470868,-0.10743281869282156,-0.10743281869282156,-0.10743281869282156,-6.721285069313362,-6.721285069313362,-6.721285069313362,0.0,0.0,0.0,-0.6395339994400722,
